title,name,way,layout,size,zone,position,location,money,subway
朱辛庄地铁站/朝南 带阳台主卧 全屋精装修壁纸墙 无,朱辛庄新村南区,合租主卧,3户合租,15㎡,昌平,回龙观,朝南,2400,朱辛庄站
类独栋别墅 有钥匙 可谈 龙湖双珑原著 6室 有电梯 精装修,龙湖双珑原著,整租,6室3厅,360㎡,朝阳,孙河,朝南北,70000,无
莱蒙湖别墅,新装修,地暖新风都有,格局合理,挑空客厅,莱蒙湖,整租,4室3厅,200㎡,顺义,中央别墅区,朝南,21000,无
出租 太阳星城火星园 2室 南北 精装修,太阳星城火星园,整租,2室1厅,102㎡,朝阳,太阳宫,朝南北,12000,太阳宫站
温哥华森林大独栋出租,装修比较好,业主报价三万,价格可以谈的,温哥华森林,整租,4室2厅,559㎡,昌平,北七家,朝南,26000,无
北苑家园莲葩园 3室1卫1厅 125平精装修 3400元/月,北苑家园莲葩园,合租主卧,3户合租,25㎡,朝阳,北苑,朝南,3400,立水桥南站
老业主 随时配合 自住装修标准 初次出租 富力南北通透大两居,富力又一城,整租,2室2厅,123㎡,朝阳,豆各庄,朝南,7800,黄厂站
南湖东园 4室2卫1厅 主卧独卫17平精装修 3800元/月,南湖东园一区,合租主卧,4户合租,18㎡,朝阳,望京,朝南,3661,望京站
装修好 五居 可以接待会所等 价格可谈 看房提前说 家具齐全,西宸原著玉府,整租,5室3厅,337㎡,丰台,丽泽桥,朝南北,100000,西局站
看房随时 干净整洁 随时起租 园区中心 近地铁 免费停车可聊,中海雅园,整租,3室2厅,191㎡,海淀,紫竹桥,朝东南,22500,慈寿寺站
林肯时代 170平 西南向 3居室 全新房 随时看,林肯时代,整租,4室2厅,170㎡,大兴,亦庄,朝西南,20000,荣京东街站
欢乐谷 翠成馨园 全新装修 楼下7号线 不临街 随时住,翠成馨园,整租,1室1厅,55㎡,朝阳,垡头,朝东,4400,垡头站
鼓楼什刹海后海四合院出租独院可办公会所接待工作室四合院,钟楼四合院,整租,4室2厅,150㎡,东城,安定门,朝南,28000,鼓楼大街站
西城,西二环,荣丰2008小区,整租开间,精美装修,随时入住,荣丰2008,整租,1室1厅,21㎡,西城,广安门,朝北,3500,达官营站
(南北通透两居室、业主降价急租)看房有钥匙随时 拎包入住,富力城A区,整租,2室2厅,87㎡,朝阳,广渠门,朝东北,13000,双井站
紫金长安 南北通透 装修保养好 采光充足 视野开阔 生活便利,紫金长安,整租,4室2厅,228㎡,海淀,五棵松,朝南北,30000,五棵松站
首城国际 南北向 家具齐全 拎包入住 精致装修 随时可看,首城国际,整租,3室1厅,90㎡,朝阳,双井,朝南北,11500,双井站
保真可谈!银河湾2居,社区安静环境好,居住舒适,看房方便,银河湾,整租,2室1厅,156㎡,朝阳,大山子,朝南,16300,将台站
出租 美林香槟小镇 4室 南北 精装修,美林香槟小镇,整租,4室2厅,287㎡,顺义,中央别墅区,朝南,20000,无
出租 美林花园 3室 西 精装修,美林花园,整租,3室2厅,235㎡,海淀,紫竹桥,朝西,23000,万寿寺站
顺义独栋别墅出租 裕京花园 带储藏间衣帽间 花园,裕京花园,整租,4室2厅,299㎡,顺义,中央别墅区,朝南,40000,无
出租 曙光花园望山园 4室 东南向 精装修,曙光花园望山园,整租,4室2厅,211㎡,海淀,曙光,朝东南,21000,车道沟站
出租 丽斯花园 5室 南北 精装修,丽斯花园,整租,5室3厅,310㎡,顺义,中央别墅区,朝南,58000,无
总部基地 精装修 南向 紧邻白盆窑地铁 家具家电齐全,首开华润城,整租,2室1厅,57㎡,丰台,科技园区,朝南,5800,白盆窑站
步行isb,初次租,全屋地暖,家私齐全,随时起租,优山美地,整租,4室2厅,496㎡,顺义,中央别墅区,朝南,41000,无
宋家庄 顶秀东苑 顶秀金颐 鑫兆雅园 政馨园 精装修大主卧,顶秀欣园东苑,合租主卧,3户合租,18㎡,丰台,宋家庄,朝南,2200,宋家庄站
样板间出租 一应俱全,25000元月 豪华装修 有钥匙随时,御汤山熙园,整租,5室2厅,491㎡,昌平,小汤山,朝南,25000,无
三元桥,佳程广场,天元港,国际港 1室 西向 家电齐全 燕莎,国际港,整租,1室1厅,75㎡,朝阳,三元桥,朝西,8500,三元桥站
惠新北里 3室1卫1厅 98.6平精装修 2000元/月,惠新北里,合租次卧,3户合租,12㎡,朝阳,惠新西街,朝南,2000,惠新西街北口站
东三环一一摩码大厦(小户型精装商务间)30和50平米招租,摩码大厦,整租,1室0厅,33㎡,朝阳,团结湖,朝南,5500,金台路站
VR真房源中粮祥云南区 南北两居 带电梯 采光好 可配齐,中粮祥云国际生活区住宅,整租,2室2厅,116㎡,顺义,后沙峪,朝南北,11500,无
整租 臻御府紧凑型小三居 随时看 随时住,臻御府一期,整租,3室1厅,88㎡,丰台,科技园区,朝南北,7000,无
相寓 牛街·平原里小区·低楼层·1居室,平原里,整租,1室1厅,47㎡,西城,牛街,朝东西,5600,陶然亭站
西城,西二环,央企华润置业,家具家电齐全,装修保养很好,红山世家,整租,1室1厅,43㎡,西城,广安门,朝西,6200,达官营站
出租 庄胜二期 3室 南北 简装修,庄胜二期,整租,3室2厅,132㎡,西城,宣武门,朝南北,27000,和平门站
鼓楼什刹海后海四合院出租独院豪华装修可办公会所接待四合院,后海四合院,整租,9室3厅,650㎡,东城,交道口,朝南,540000,南锣鼓巷站
泥洼地铁站 西国贸 丰管路 前泥洼精装两居 全齐随时入住,前泥洼,整租,2室1厅,68㎡,丰台,丽泽桥,朝南北,5200,泥洼站
地铁1号线传媒大学站 艺水芳园正规次卧 三家合住 随时看房,艺水芳园,合租次卧,3户合租,15㎡,朝阳,双桥,朝南,1799,传媒大学站
安慧里一区 3室1卫1厅 78.6平精装修 2300元/月,安慧里一区,合租次卧,3户合租,16㎡,朝阳,亚运村,朝西北,2300,惠新西街北口站
西局玉园 南向一居室 家具齐全房子干净 看房方便 双地铁,西局玉园,整租,1室1厅,55㎡,丰台,丽泽桥,朝南,5600,西局站
颐源居、有钥匙、三居房两居价、可长租、价格便宜、车位,颐源居,整租,3室2厅,143㎡,海淀,公主坟,朝东北,15000,公主坟站
合租·五棵松·301医院·青塔东里电梯房次卧出租1,青塔东里,合租次卧,4户合租,12㎡,丰台,青塔,朝北,2000,无
出租 万城华府海园 5室 南北 豪华装修,万城华府海园,整租,5室2厅,344㎡,海淀,万柳,朝南北,150000,火器营站
出租 北京GOLF公寓 4室 南北 豪华装修,北京GOLF公寓,整租,4室2厅,305㎡,朝阳,朝阳公园,朝南北,48000,枣营站
丽泽景园南北90两居高层 空房干净 看房方便 出门商场地铁,丽泽景园,整租,2室1厅,90㎡,丰台,丽泽桥,朝南北,7000,西局站
总部基地 精装修 家具家电齐全 临近地铁 房子干净拎包入住,万科蓝,整租,1室1厅,59㎡,丰台,科技园区,朝南,5800,郭公庄站
誉天下一期 观湖景别墅 户型通透有钥匙,誉天下,整租,4室3厅,260㎡,顺义,中央别墅区,朝南,19000,无
(轻奢简约装修华腾园一居)价格能谈 有钥匙 随时起租 保养好,华腾园,整租,1室1厅,60㎡,朝阳,双井,朝北,7000,劲松站
上海沙龙低楼层全明三居室南北通透保养好,上海沙龙,整租,3室2厅,122㎡,大兴,亦庄,朝南北,9000,无
紫芳园三区 南向两居 家具电全 可以空房 能长租有钥匙,紫芳园三区,整租,2室1厅,104㎡,丰台,方庄,朝南,12000,方庄站
通州1号线梨园地铁500米 三家合租正规次卧带空调能做饭,梨花园,合租主卧,3户合租,18㎡,通州,梨园,朝南北,1400,梨园站
中关村·保福寺小区·高楼层·1居室,保福寺小区,整租,1室1厅,51㎡,海淀,中关村,朝西,6460,知春里站
美式独栋 新装修 地暖新风 南入北花园 6室 挑空客厅,优山美地,整租,5室3厅,596㎡,顺义,中央别墅区,朝南,55000,无
总部基地 精装修 家具家电齐全 房子干净 拎包入住紧邻地铁,京投银泰万科西华府,整租,3室2厅,113㎡,丰台,科技园区,朝南北,11500,郭公庄站
出租 都会华庭 2室 东南 精装修,都会华庭,整租,2室2厅,91㎡,朝阳,四惠,朝东南,8500,四惠站
窦店山水汇豪 南北通透两居室,满五年一套,采光好,山水汇豪,整租,2室1厅,82㎡,房山,窦店,朝南北,2100,无
通州7号线万盛东环球影城附近 2层两居室南北通透随时看可月付,中泽家园,整租,2室1厅,95㎡,通州,九棵树,朝南北,3000,无
万通天竺新新别墅 边户型 采光好 出行方便,万通天竺新新家园,整租,5室3厅,413㎡,顺义,天竺,朝南,35000,无
万通天竺新新家园二区 6室 南北通透 398平 45000元,万通天竺新新家园住宅,整租,6室3厅,398㎡,顺义,天竺,朝南北,45000,无
未来5年不涨租 橡树湾二期 两居室 配齐保洁后租 业主好沟通,华润橡树湾,整租,2室1厅,72㎡,海淀,清河,朝东,9600,无
西城,西二环,央企华润置业,家具家电齐全,装修保养很好,红山世家,整租,1室1厅,43㎡,西城,广安门,朝西,6200,达官营站
类独栋别墅 有钥匙 可谈 龙湖双珑原著 6室 有电梯 精装修,龙湖双珑原著,整租,6室3厅,360㎡,朝阳,孙河,朝南北,70000,无
晨光家园精装三居带电梯!6号线十里堡 青年路 八里庄 石佛营,晨光家园,整租,3室1厅,110㎡,朝阳,十里堡,朝南北,8300,十里堡站
十里堡地铁八里庄慈云寺苏宁大厦远洋国际住邦2000附近大两居,八里庄东里,整租,2室1厅,60㎡,朝阳,东八里庄,朝南,5400,十里堡站
3秒接您电话,临湖别墅,三环好位置,价格能谈,京润水上花园别墅,整租,6室3厅,554㎡,朝阳,燕莎,朝东,110000,无
南区 中海·望京府 4室 精装修 有钥匙 长租 可谈,中海·望京府,整租,4室2厅,138㎡,朝阳,来广营,朝东,20000,马泉营站
实景图片,御汤山东区,家具家电全配,有钥匙随时可看房,御汤山,整租,4室3厅,463㎡,昌平,小汤山,朝南,25000,无
莫奈花园上叠精装修四居室 我有钥匙 看房方便,莫奈花园,整租,4室3厅,262㎡,顺义,后沙峪,朝南,15000,无
精美装修电梯大1房!北通户型!停车方便!看房有钥匙,华腾园,整租,1室1厅,59㎡,朝阳,双井,朝北,7200,劲松站
出租 新城国际公寓 4室 南北向 精装修,新城国际公寓,整租,4室2厅,287㎡,朝阳,CBD,朝南北,56000,金台夕照站
ISB一路之隔,新英才,鼎石近在咫尺,5至6套间,欧式装修,,优山美地,整租,6室4厅,504㎡,顺义,中央别墅区,朝南,52000,无
顺义独栋别墅出租 裕京花园 带储藏间衣帽间 花园,裕京花园,整租,4室2厅,299㎡,顺义,中央别墅区,朝南,40000,无
南北通透 首开琅樾洋房 4室3厅,首开琅樾洋房,整租,4室3厅,390㎡,朝阳,孙河,朝南北,40000,无
高米店北 郁花园二里 主卧阳台 看房方便,郁花园二里,合租主卧,3户合租,108㎡,大兴,高米店,朝南,2300,高米店北站
望京明苑 2室1卫2厅 112平精装修 8500元/月,望京明苑,整租,2室2厅,112㎡,朝阳,望京,朝东南,8500,望京站
大望路地铁 万达 SKP 金地中心 蓝堡国际 光辉里小区两居,光辉里小区,整租,2室1厅,50㎡,朝阳,大望路,朝南,5200,大望路站
三元桥地铁亮马桥三源里京客隆佳程广场南银大厦附近两居出租,三源里小区,整租,2室1厅,68㎡,朝阳,亮马桥,朝南,6800,三元桥站
万通带电梯 一层有老人房 家具全齐 视野开阔无遮挡 采光好,万通天竺新新家园,整租,5室3厅,379㎡,顺义,天竺,朝南,34000,无
亮马桥地铁三元桥三源里街新源街牛王庙京信大厦佳程广厂两居出租,三源里小区,整租,2室1厅,65㎡,朝阳,亮马桥,朝南,6800,三元桥站
国锐金嵿 高楼层 一居室 保养好 齐全租,国锐金嵿,整租,1室1厅,72㎡,大兴,亦庄,朝南,7800,荣京东街站
公主坟、高层有钥匙、随时看、地下车位、可居家可接待,新华联国际公寓,整租,4室2厅,274㎡,海淀,公主坟,朝南北,58000,公主坟站
出租 紫金长安 2室 东西向 简装修,紫金长安,整租,2室1厅,117㎡,海淀,五棵松,朝东西,13500,五棵松站
西局玉园 南向一居室 家具齐全房子干净 看房方便 双地铁,西局玉园,整租,1室1厅,55㎡,丰台,丽泽桥,朝南,5600,西局站
新出有钥匙 拎包入住 价格能聊 我联系业主 紫金长安南北三居,紫金长安,整租,3室2厅,175㎡,海淀,五棵松,朝南北,24000,五棵松站
实景照片,麦卡伦地别墅,地暖精装,4.1万半年付,,麦卡伦地,整租,4室2厅,601㎡,昌平,北七家,朝南,41000,无
东直门北新桥张自忠路精装四合院会所居住工作室出租 四合院,东四十四条,整租,2室2厅,150㎡,东城,东四,朝南北,46000,张自忠路站
西四环 玉泉路 玉泉新城 商品房 南北大三居 精装修 全齐,玉泉新城,整租,3室2厅,147㎡,石景山,玉泉路,朝南,13500,无
公交快4 中门寺南坡小区 2居室精装修 看房随时 家具家电齐,中门寺南坡小区,整租,2室1厅,67㎡,门头沟,大峪,朝南,3100,无
便宜甩成寿寺 方庄 文成建筑 精装修大卧室 随时看房 采光好,文成建筑,合租主卧,3户合租,22㎡,丰台,方庄,朝南,2200,成寿寺站
出租 华清嘉园 1室 北 精装修,华清嘉园,整租,1室1厅,58㎡,海淀,五道口,朝北,9500,五道口站
光大水墨南北3居室 格局方正 园区好位置 安静不临街 可长租,光大水墨风景,整租,3室2厅,151㎡,海淀,万柳,朝南北,29000,长春桥站
首城国际 南北向 家具齐全 拎包入住 精致装修 随时可看,首城国际,整租,3室1厅,90㎡,朝阳,双井,朝南北,11500,双井站
出租 优山美地 7室 南北 精装修,优山美地,整租,7室4厅,567㎡,顺义,中央别墅区,朝南,65000,无
方庄 芳城园三区 一居 商业齐全 近地铁 随时入住 便宜出租,芳城园三区,整租,1室1厅,62㎡,丰台,方庄,朝南,4500,方庄站
真房 丽景长安139平三居出租家具家电全齐 随时入住,丽景长安,整租,3室2厅,139㎡,门头沟,永定,朝南北,7500,无
出租 青年汇 3室 南北 精装修,青年汇,整租,3室2厅,120㎡,朝阳,朝青,朝南北,11000,青年路站
南北通透三居 复式 家具家电齐全 随时起租 方便看 有地铁,汇景阁,整租,3室1厅,184㎡,海淀,紫竹桥,朝南北,22000,万寿寺站
良乡行宫园四里4室1厅房子是五楼 有钥匙 随时看房 家电齐全,行宫小区,整租,4室1厅,104㎡,房山,良乡,朝南北,3500,无
出租 博雅园 2室 西 精装修,博雅园,整租,2室2厅,135㎡,朝阳,朝阳公园,朝西,18000,朝阳公园站
三元桥,佳程广场,天元港,简约现代,国际港 1室 南 精装修,国际港,整租,1室1厅,71㎡,朝阳,三元桥,朝南,9000,三元桥站
翠成馨园 3室1卫1厅 20平米 2400元/月 临近欢乐谷,翠成馨园,合租次卧,3户合租,20㎡,朝阳,垡头,朝南北,2550,垡头站
正南泰禾北京住宅4室3厅,泰禾北京院子住宅,整租,4室3厅,350㎡,朝阳,孙河,朝南,35000,无
国贸 CBD 双井 大望路 精装齐全 采光很好 地铁边上高层,富力城A区,整租,2室1厅,100㎡,朝阳,广渠门,朝南,13000,双井站
2号线6号线朝阳门地铁吉祥里工体华普超市丰联日坛悠唐附近一居,吉祥里,整租,1室1厅,50㎡,朝阳,工体,朝南,6000,朝阳门站
空房租!朝阳公园,泛海国际碧海园,景观好,长租,泛海国际碧海园,整租,2室2厅,143㎡,朝阳,朝阳公园,朝南北,21000,无
电梯别墅!拎包即可入住 摆得下三角钢琴住得下一家七口 随时看,万通天竺新新家园,整租,5室3厅,421㎡,顺义,天竺,朝南,39000,无
出租 澳洲康都 1室 东南 精装修,澳洲康都,整租,1室1厅,67㎡,朝阳,望京,朝东南,7500,东湖渠站
出租 誉天下 5室 南北 精装修,誉天下,整租,5室2厅,383㎡,顺义,中央别墅区,朝南,33000,无
誉天下(别墅) 精装修5居室 家电齐全 房子干净 不容错过,誉天下,整租,5室3厅,390㎡,顺义,中央别墅区,朝南,28000,无
地铁九号线旁 精装修 家具齐全 紧邻地铁 房子干净可做饭,京投银泰万科西华府,整租,2室1厅,92㎡,丰台,科技园区,朝南,8300,郭公庄站
10把钥匙随时看(优山C区,5居室,联排!)全新装修!,优山美地,整租,5室3厅,381㎡,顺义,中央别墅区,朝南,38000,无
北苑家园绣菊园 3室1卫1厅 114平精装修 2800元/月,北苑家园绣菊园,合租主卧,3户合租,20㎡,朝阳,北苑,朝南,2800,立水桥南站
2号线6号线朝阳门地铁吉祥里工体华普超市丰联日坛悠唐附近一居,吉祥里,整租,1室1厅,50㎡,朝阳,工体,朝南,6000,朝阳门站
电梯楼东直门斜街左家庄新源西里中街胡家园渔阳饭店附近两居,新源西里中街,整租,2室1厅,68㎡,朝阳,东直门,朝南,7500,无
朱辛庄地铁站/朱辛庄北区大次卧 2卫户型 随时入住月保洁!!,朱辛庄新村北区,合租次卧,4户合租,14㎡,昌平,回龙观,朝南,1900,朱辛庄站
新出万科天竺悦城精装修三居室 视野佳房况好 家电齐全 有车位,万科天竺悦城,整租,3室2厅,121㎡,顺义,天竺,朝南北,16500,无
