,年龄,工作,婚姻状况,学历,信用违约,房贷,个人贷款,通讯类型,联系日期,联系月份,通话时间,联系次数,距离上次联系的天数,活动前联系次数,上次营销活动的结果,本次活动结果
318,35,企业家,已婚,中学,否,否,否,手机,4,五月,429,4,164,2,失败,是
319,26,没工作,单身,中学,否,否,否,未知,31,五月,113,1,-1,0,未知,否
320,45,行政,已婚,未知,否,否,否,未知,20,六月,11,11,-1,0,未知,否
321,37,蓝领,已婚,中学,否,否,否,手机,2,二月,157,1,-1,0,未知,否
322,60,个体户,单身,高等教育,否,否,是,手机,29,七月,79,4,-1,0,未知,否
323,38,管理者,已婚,高等教育,否,否,否,手机,4,八月,178,1,1,1,成功,是
324,47,蓝领,已婚,小学,否,是,是,未知,9,六月,168,1,-1,0,未知,否
325,33,技术人员,已婚,中学,否,否,否,手机,9,十一月,425,1,462,1,失败,否
326,51,没工作,已婚,中学,否,否,是,手机,19,十一月,162,1,-1,0,未知,否
327,35,企业家,单身,高等教育,否,是,否,手机,18,七月,799,2,-1,0,未知,是
328,35,没工作,已婚,中学,否,否,否,手机,29,十二月,1370,3,209,3,成功,是
329,48,行政,单身,中学,否,是,否,未知,28,五月,357,1,-1,0,未知,否
330,37,行政,已婚,中学,否,否,否,手机,22,七月,22,6,-1,0,未知,否
331,29,技术人员,单身,高等教育,否,是,否,手机,16,四月,215,3,321,3,其他,否
332,34,行政,已婚,中学,否,是,否,手机,31,七月,56,4,-1,0,未知,否
333,32,服务业,已婚,小学,否,是,否,手机,21,七月,1017,6,-1,0,未知,是
334,30,管理者,单身,高等教育,否,否,否,手机,16,四月,298,4,-1,0,未知,是
335,47,管理者,离异,高等教育,否,否,是,未知,7,五月,126,1,-1,0,未知,否
336,33,蓝领,已婚,小学,否,否,否,未知,20,九月,9,1,-1,0,未知,否
337,33,管理者,单身,高等教育,否,是,否,手机,5,二月,8,1,254,5,失败,否
338,63,已退休,已婚,小学,否,否,否,手机,14,十月,201,1,183,1,成功,否
339,51,个体户,离异,小学,否,否,否,手机,6,五月,106,2,-1,0,未知,否
340,41,管理者,已婚,高等教育,否,是,是,手机,21,十一月,164,1,176,1,失败,否
341,56,已退休,已婚,高等教育,否,否,否,手机,5,二月,97,1,-1,0,未知,否
342,60,管理者,单身,高等教育,否,否,是,手机,23,七月,151,1,-1,0,未知,否
343,41,个体户,单身,高等教育,否,是,否,未知,30,五月,96,2,-1,0,未知,否
344,37,管理者,单身,未知,否,是,否,手机,16,四月,555,1,-1,0,未知,否
345,36,蓝领,单身,中学,否,是,是,手机,11,五月,270,2,347,1,失败,否
346,57,管理者,已婚,高等教育,否,否,否,手机,29,七月,339,3,-1,0,未知,否
347,55,管理者,已婚,小学,否,否,否,手机,4,九月,328,2,94,2,成功,是
348,44,行政,已婚,中学,否,是,是,未知,16,五月,159,1,-1,0,未知,否
349,47,个体户,已婚,高等教育,否,是,否,手机,6,五月,323,2,364,1,失败,否
350,31,蓝领,已婚,中学,否,是,否,手机,20,四月,342,1,-1,0,未知,否
351,35,管理者,已婚,高等教育,是,是,否,手机,21,十一月,180,1,-1,0,未知,否
352,39,管理者,已婚,高等教育,否,否,是,手机,28,七月,60,3,-1,0,未知,否
353,50,管理者,已婚,高等教育,否,否,否,手机,17,十一月,223,1,96,2,失败,否
354,29,管理者,已婚,高等教育,否,是,否,手机,18,五月,1434,2,356,4,失败,否
355,30,服务业,单身,中学,否,是,否,未知,6,五月,30,2,-1,0,未知,否
356,46,服务业,已婚,中学,否,是,否,未知,16,五月,134,4,-1,0,未知,否
357,27,管理者,单身,未知,否,否,否,手机,9,二月,10,2,-1,0,未知,否
358,48,行政,离异,中学,否,否,否,手机,2,四月,397,2,-1,0,未知,是
359,26,学生,单身,中学,否,是,否,手机,5,五月,620,1,-1,0,未知,否
360,36,管理者,单身,高等教育,否,否,否,手机,21,十一月,6,6,-1,0,未知,否
361,42,蓝领,已婚,小学,否,是,是,手机,7,五月,209,2,-1,0,未知,否
362,50,保姆,已婚,小学,否,是,否,未知,15,五月,419,2,-1,0,未知,否
363,49,蓝领,已婚,中学,否,是,否,手机,18,十一月,283,2,-1,0,未知,否
364,45,管理者,已婚,高等教育,否,否,否,手机,8,八月,188,2,-1,0,未知,否
365,23,学生,单身,中学,否,否,否,手机,16,九月,267,1,-1,0,未知,否
366,38,技术人员,单身,中学,否,是,否,手机,7,四月,196,2,-1,0,未知,否
367,32,管理者,单身,高等教育,否,是,否,手机,17,四月,245,1,149,2,失败,否
368,60,技术人员,单身,小学,否,否,否,手机,26,八月,323,1,-1,0,未知,是
369,30,企业家,已婚,中学,否,是,否,手机,19,十一月,1065,1,183,1,其他,否
370,58,保姆,已婚,高等教育,否,否,否,未知,11,六月,138,5,-1,0,未知,否
371,60,已退休,已婚,小学,否,否,否,手机,4,六月,207,1,-1,0,未知,否
372,38,服务业,已婚,中学,否,否,否,未知,25,六月,456,3,-1,0,未知,否
373,51,技术人员,已婚,中学,否,是,否,手机,5,八月,261,1,-1,0,未知,否
374,42,行政,已婚,中学,否,是,否,手机,11,五月,80,1,308,4,失败,否
375,30,服务业,单身,中学,否,是,否,手机,18,五月,131,6,363,9,失败,否
376,40,管理者,已婚,小学,否,是,否,未知,6,六月,94,7,-1,0,未知,否
377,37,管理者,已婚,高等教育,否,是,否,手机,14,五月,567,3,275,4,失败,是
378,53,技术人员,离异,小学,否,是,否,未知,30,五月,153,1,-1,0,未知,否
379,27,服务业,单身,中学,否,是,否,手机,13,五月,109,1,-1,0,未知,否
380,39,蓝领,已婚,中学,否,是,否,手机,30,四月,53,1,325,1,失败,否
381,39,蓝领,已婚,小学,否,是,否,未知,16,六月,77,1,-1,0,未知,否
382,59,已退休,已婚,高等教育,否,否,否,座机,27,三月,234,2,-1,0,未知,是
383,37,服务业,已婚,中学,否,是,否,座机,13,五月,121,2,341,4,失败,否
384,41,蓝领,已婚,小学,否,是,否,手机,15,七月,155,2,-1,0,未知,否
385,45,蓝领,已婚,小学,否,否,否,手机,17,四月,108,1,-1,0,未知,否
386,48,管理者,已婚,高等教育,否,否,否,未知,17,六月,159,3,-1,0,未知,否
387,48,技术人员,已婚,中学,否,是,否,未知,26,五月,208,3,-1,0,未知,否
388,32,蓝领,已婚,中学,否,否,否,手机,12,五月,215,1,-1,0,未知,否
389,35,服务业,已婚,中学,否,是,否,未知,6,五月,597,3,-1,0,未知,否
390,33,管理者,单身,高等教育,否,是,否,手机,4,二月,505,2,260,1,其他,否
391,28,蓝领,单身,小学,否,是,是,未知,3,六月,380,4,-1,0,未知,否
392,64,已退休,已婚,未知,否,否,否,手机,12,三月,120,1,-1,0,未知,否
393,35,技术人员,已婚,中学,否,否,否,手机,27,八月,106,4,-1,0,未知,否
394,33,蓝领,已婚,中学,否,是,否,手机,14,五月,332,2,358,2,失败,否
395,41,技术人员,已婚,中学,否,是,否,未知,15,五月,221,4,-1,0,未知,否
396,34,行政,已婚,中学,否,是,否,手机,4,六月,80,1,-1,0,未知,否
397,37,技术人员,单身,高等教育,否,否,否,手机,4,五月,60,5,87,1,成功,否
398,38,蓝领,已婚,小学,否,是,是,座机,13,五月,212,3,-1,0,未知,否
399,39,蓝领,已婚,小学,否,是,否,手机,14,四月,493,3,-1,0,未知,否
400,35,技术人员,离异,高等教育,否,是,否,手机,19,十一月,98,2,-1,0,未知,否
401,28,蓝领,单身,中学,否,否,是,手机,8,七月,681,1,-1,0,未知,是
402,27,蓝领,单身,中学,否,否,否,手机,22,七月,203,1,-1,0,未知,否
403,48,已退休,已婚,小学,是,否,是,手机,19,十一月,157,1,-1,0,未知,否
404,50,蓝领,已婚,中学,否,否,否,未知,16,六月,287,1,-1,0,未知,否
405,45,个体户,已婚,中学,否,是,否,手机,7,八月,159,2,-1,0,未知,否
406,41,技术人员,已婚,高等教育,否,是,否,未知,14,五月,125,1,-1,0,未知,否
407,39,技术人员,已婚,中学,否,否,否,手机,8,七月,202,2,-1,0,未知,否
408,44,管理者,已婚,中学,否,是,否,座机,8,五月,37,3,303,1,失败,否
409,54,行政,已婚,中学,否,否,否,手机,28,一月,161,1,98,2,失败,是
410,49,管理者,已婚,高等教育,否,否,否,手机,6,八月,72,4,-1,0,未知,否
411,34,蓝领,单身,中学,否,否,否,手机,2,二月,342,1,-1,0,未知,否
412,75,已退休,离异,高等教育,否,是,否,手机,16,十一月,262,1,183,1,失败,是
413,42,管理者,已婚,高等教育,否,否,否,手机,13,八月,325,2,-1,0,未知,否
414,53,蓝领,已婚,中学,否,否,否,座机,19,八月,223,7,-1,0,未知,否
415,49,管理者,离异,高等教育,否,否,否,手机,31,七月,1212,4,-1,0,未知,是
416,31,服务业,单身,中学,否,否,否,手机,29,八月,319,2,-1,0,未知,否
417,45,蓝领,单身,小学,否,否,否,手机,29,一月,182,2,-1,0,未知,否
418,39,个体户,已婚,中学,否,是,是,手机,17,七月,330,1,-1,0,未知,否
419,46,技术人员,已婚,中学,否,是,是,手机,19,十一月,514,1,-1,0,未知,否
420,42,行政,离异,中学,否,是,否,未知,14,五月,213,1,-1,0,未知,否
421,37,管理者,已婚,高等教育,否,是,否,手机,7,五月,551,1,351,1,失败,否
422,26,技术人员,单身,高等教育,否,是,否,手机,16,四月,472,2,-1,0,未知,否
423,37,管理者,单身,高等教育,否,是,否,手机,15,四月,140,4,327,2,失败,否
424,36,服务业,单身,中学,否,是,否,未知,7,五月,142,1,-1,0,未知,否
425,29,蓝领,单身,小学,否,是,否,未知,4,六月,135,3,-1,0,未知,否
426,36,蓝领,已婚,小学,否,是,是,未知,23,五月,293,1,-1,0,未知,否
427,26,技术人员,已婚,高等教育,否,是,否,未知,13,五月,107,1,-1,0,未知,否
428,32,蓝领,已婚,中学,否,是,否,未知,20,五月,127,2,-1,0,未知,否
429,40,管理者,已婚,高等教育,否,是,否,手机,20,十一月,1816,1,-1,0,未知,否
430,53,管理者,已婚,小学,否,否,否,手机,4,二月,200,3,-1,0,未知,否
431,29,管理者,已婚,高等教育,否,是,否,手机,12,五月,418,1,-1,0,未知,否
432,34,技术人员,单身,高等教育,否,是,否,手机,22,七月,387,4,-1,0,未知,否
433,43,蓝领,已婚,中学,否,否,否,手机,5,五月,156,1,337,3,失败,否
434,56,管理者,已婚,高等教育,否,否,是,手机,21,七月,121,2,-1,0,未知,否
435,55,企业家,离异,高等教育,否,否,否,未知,6,六月,108,2,-1,0,未知,否
436,31,个体户,已婚,高等教育,否,是,否,手机,7,五月,47,1,-1,0,未知,否
437,27,行政,单身,中学,否,是,否,手机,20,四月,16,5,322,4,其他,否
438,36,管理者,已婚,中学,否,是,否,手机,18,十一月,54,2,-1,0,未知,否
439,44,管理者,已婚,高等教育,否,是,否,手机,6,八月,265,2,-1,0,未知,否
440,37,行政,离异,高等教育,否,是,否,未知,23,五月,168,1,-1,0,未知,否
441,30,行政,单身,中学,否,是,否,手机,7,五月,115,3,-1,0,未知,否
442,42,技术人员,单身,中学,否,否,否,手机,26,八月,31,8,-1,0,未知,否
443,30,管理者,已婚,高等教育,否,是,否,座机,25,七月,279,4,-1,0,未知,是
444,62,已退休,已婚,中学,否,否,否,手机,1,九月,28,2,-1,0,未知,否
445,24,蓝领,已婚,中学,否,是,否,手机,20,四月,369,1,-1,0,未知,否
446,31,技术人员,已婚,中学,否,是,否,未知,13,五月,247,1,-1,0,未知,否
447,66,已退休,已婚,高等教育,否,否,否,手机,22,四月,155,1,-1,0,未知,否
448,47,行政,已婚,中学,否,否,否,手机,10,七月,89,1,-1,0,未知,否
449,39,企业家,已婚,高等教育,否,是,否,手机,17,十一月,180,1,-1,0,未知,否
450,35,技术人员,已婚,中学,否,是,否,手机,18,十一月,854,1,-1,0,未知,是
451,35,行政,离异,中学,否,是,否,手机,17,四月,46,1,-1,0,未知,否
452,27,技术人员,已婚,中学,否,是,是,未知,28,五月,266,2,-1,0,未知,否
453,32,蓝领,已婚,中学,否,是,否,手机,5,五月,321,2,-1,0,未知,否
454,44,管理者,已婚,高等教育,否,否,否,手机,28,八月,99,24,-1,0,未知,否
455,42,蓝领,已婚,中学,否,是,否,未知,9,五月,147,1,-1,0,未知,否
456,34,个体户,单身,高等教育,否,否,否,手机,30,四月,430,1,-1,0,未知,是
457,25,服务业,单身,中学,否,否,是,手机,7,七月,264,1,-1,0,未知,否
458,40,技术人员,单身,中学,否,否,否,手机,16,七月,156,6,-1,0,未知,否
459,43,管理者,离异,高等教育,否,否,否,手机,26,五月,118,1,102,2,失败,否
460,55,没工作,已婚,高等教育,否,否,否,未知,6,五月,343,3,-1,0,未知,否
461,50,蓝领,已婚,中学,否,是,否,手机,7,八月,226,3,-1,0,未知,否
462,45,管理者,离异,高等教育,否,否,否,未知,1,六月,5,1,-1,0,未知,否
463,35,蓝领,离异,中学,否,是,否,手机,20,十一月,138,1,-1,0,未知,否
464,32,蓝领,已婚,中学,否,是,否,手机,10,九月,185,1,99,5,成功,是
465,59,保姆,已婚,中学,否,否,否,座机,3,二月,722,1,99,4,失败,否
466,34,个体户,已婚,中学,否,是,否,未知,21,五月,748,1,-1,0,未知,否
467,39,管理者,已婚,高等教育,否,是,否,未知,26,五月,142,1,-1,0,未知,否
468,40,管理者,单身,中学,否,是,否,手机,17,十一月,523,3,-1,0,未知,否
469,36,蓝领,单身,小学,否,是,否,未知,20,六月,8,10,-1,0,未知,否
470,40,管理者,已婚,高等教育,否,是,否,手机,17,十一月,153,1,-1,0,未知,否
471,55,个体户,已婚,中学,否,是,否,未知,20,五月,210,2,-1,0,未知,否
472,38,企业家,已婚,中学,是,是,否,手机,10,七月,121,1,-1,0,未知,否
473,61,行政,已婚,中学,否,否,否,手机,12,三月,212,1,-1,0,未知,是
474,41,管理者,已婚,高等教育,否,是,否,未知,21,五月,253,3,-1,0,未知,否
475,57,蓝领,已婚,小学,否,是,否,未知,13,五月,139,4,-1,0,未知,否
476,48,蓝领,已婚,中学,否,是,否,未知,9,五月,71,1,-1,0,未知,否
477,77,已退休,已婚,高等教育,否,否,否,座机,4,五月,421,1,92,2,成功,是
478,35,服务业,已婚,中学,否,是,否,未知,28,五月,199,1,-1,0,未知,否
479,54,蓝领,已婚,中学,否,是,否,未知,14,五月,108,1,-1,0,未知,否
480,37,管理者,单身,未知,否,是,否,未知,20,五月,247,2,-1,0,未知,否
481,56,管理者,单身,中学,否,是,否,座机,9,七月,236,4,-1,0,未知,否
482,40,技术人员,已婚,中学,否,是,否,手机,4,二月,97,4,196,5,失败,否
483,40,管理者,已婚,高等教育,否,否,否,手机,14,七月,109,8,-1,0,未知,否
484,54,管理者,已婚,高等教育,否,是,否,手机,2,六月,112,2,-1,0,未知,否
485,55,保姆,已婚,小学,否,是,否,未知,19,六月,15,10,-1,0,未知,否
486,55,服务业,离异,中学,是,是,否,手机,22,七月,502,3,-1,0,未知,否
487,52,蓝领,已婚,小学,否,是,否,未知,16,五月,30,3,-1,0,未知,否
488,55,蓝领,单身,小学,否,是,否,未知,2,六月,193,2,-1,0,未知,否
489,33,管理者,已婚,高等教育,否,是,否,手机,13,八月,347,2,-1,0,未知,否
490,52,蓝领,已婚,未知,否,是,否,未知,15,五月,468,2,-1,0,未知,否
491,33,服务业,离异,中学,否,是,否,未知,27,五月,148,1,-1,0,未知,否
492,53,行政,已婚,中学,否,否,否,座机,16,三月,295,1,91,2,成功,是
493,46,行政,已婚,中学,否,否,否,手机,26,八月,388,6,-1,0,未知,是
494,44,技术人员,单身,中学,否,是,否,手机,12,八月,1735,4,-1,0,未知,是
495,48,管理者,离异,高等教育,否,是,否,未知,6,五月,339,1,-1,0,未知,否
496,50,保姆,已婚,中学,否,是,否,手机,13,五月,172,1,370,1,失败,否
497,34,技术人员,单身,中学,否,是,是,手机,19,十一月,117,2,-1,0,未知,否
498,38,技术人员,单身,中学,否,否,是,未知,20,六月,587,2,-1,0,未知,否
499,42,管理者,单身,高等教育,否,是,否,手机,19,十一月,501,2,-1,0,未知,否
500,32,管理者,单身,高等教育,否,否,否,手机,14,八月,203,5,84,1,失败,否
501,58,行政,已婚,中学,否,是,是,座机,25,七月,282,9,-1,0,未知,否
502,31,管理者,已婚,高等教育,否,否,否,手机,28,八月,110,5,-1,0,未知,否
503,19,学生,单身,小学,否,否,否,手机,10,七月,104,2,-1,0,未知,是
504,41,管理者,已婚,高等教育,否,否,否,手机,15,十月,231,1,-1,0,未知,否
505,31,没工作,已婚,中学,否,是,否,未知,20,五月,378,3,-1,0,未知,否
506,52,个体户,单身,小学,否,否,是,手机,15,七月,193,6,-1,0,未知,否
507,42,个体户,离异,高等教育,否,是,否,未知,24,六月,110,5,-1,0,未知,否
508,41,蓝领,单身,中学,否,是,否,手机,12,五月,92,1,-1,0,未知,否
509,30,蓝领,单身,中学,否,否,否,手机,23,六月,1407,1,-1,0,未知,是
510,38,蓝领,已婚,中学,否,是,是,手机,6,二月,168,1,212,2,失败,否
511,32,管理者,已婚,高等教育,否,是,否,手机,17,七月,738,3,-1,0,未知,否
512,52,技术人员,已婚,中学,否,是,否,手机,18,二月,220,1,63,5,失败,是
513,48,管理者,离异,高等教育,否,是,否,未知,27,五月,89,2,-1,0,未知,否
514,36,管理者,已婚,高等教育,否,是,否,手机,31,七月,30,29,-1,0,未知,否
515,45,没工作,离异,小学,否,否,否,手机,20,四月,103,1,325,4,失败,否
516,34,技术人员,已婚,高等教育,否,是,是,未知,2,六月,70,1,-1,0,未知,否
517,36,蓝领,已婚,小学,否,是,否,手机,20,四月,904,2,-1,0,未知,是
518,34,管理者,已婚,高等教育,否,是,否,手机,14,五月,159,1,367,2,其他,否
519,61,已退休,已婚,中学,否,否,否,手机,11,九月,336,1,81,2,其他,否
520,54,服务业,已婚,中学,否,否,否,未知,19,六月,220,1,-1,0,未知,否
521,50,企业家,已婚,中学,否,否,否,座机,17,十一月,238,1,-1,0,未知,否
522,43,行政,离异,中学,否,是,否,手机,21,十一月,585,4,191,4,失败,否
523,47,蓝领,已婚,小学,否,否,否,手机,8,八月,293,3,-1,0,未知,否
524,45,服务业,已婚,中学,否,是,否,未知,28,五月,68,1,-1,0,未知,否
525,57,已退休,已婚,小学,否,否,否,未知,17,六月,97,1,-1,0,未知,否
526,27,行政,已婚,中学,否,是,否,未知,9,五月,1713,1,-1,0,未知,否
527,49,没工作,离异,中学,否,否,否,手机,9,七月,218,3,-1,0,未知,否
528,43,服务业,已婚,小学,否,是,否,手机,14,五月,109,1,360,2,失败,否
529,40,管理者,已婚,高等教育,否,是,否,座机,21,十一月,661,1,-1,0,未知,否
530,32,服务业,单身,中学,否,是,否,手机,6,五月,145,1,-1,0,未知,否
531,58,管理者,已婚,小学,否,是,否,座机,18,五月,54,4,-1,0,未知,否
532,34,行政,单身,中学,否,是,否,手机,20,四月,111,1,-1,0,未知,否
533,46,技术人员,离异,中学,否,是,否,未知,14,五月,566,2,-1,0,未知,否
534,29,蓝领,已婚,中学,否,否,否,手机,3,六月,136,1,-1,0,未知,否
535,52,蓝领,已婚,小学,否,否,否,手机,4,八月,273,1,-1,0,未知,否
536,45,管理者,已婚,高等教育,否,否,否,手机,30,六月,160,1,-1,0,未知,否
537,26,管理者,单身,中学,否,否,否,手机,28,七月,76,4,-1,0,未知,否
538,40,技术人员,已婚,高等教育,否,否,否,手机,19,八月,44,1,-1,0,未知,否
